clave,delegacion,calidad,parametro,indice
AJU,Tlalpan,BUENA,O3,20
AJM,Tlalpan,BUENA,O3,20
BJU,Benito Juárez,BUENA,PM10,35
CAM,Azcapotzalco,BUENA,O3,21
CCA,Coyoacán,BUENA,O3,23
COY,Coyoacán,BUENA,O3,21
CUA,Cuajimalpa,BUENA,PM10,24
GAM,Gustavo A. Madero,BUENA,O3,22
HGM,Cuauhtémoc,BUENA,PM10,40
IZT,Iztacalco,BUENA,PM10,30
MER,Venustiano Carranza,BUENA,PM10,46
MGH,Miguel Hidalgo,BUENA,PM10,31
MPA,Milpa Alta,BUENA,O3,19
PED,Álvaro Obregón,BUENA,O3,23
SFE,Cuajimalpa,BUENA,O3,19
SJA,Gustavo A. Madero,BUENA,O3,19
TAH,Tláhuac,BUENA,PM10,31
UAX,Coyoacán,BUENA,O3,20
UIZ,Iztapalapa,BUENA,O3,21
ACO,Acolman,REGULAR,PM10,65
ATI,Atizapán,BUENA,PM10,41
CHO,Chalco,BUENA,PM10,26
CUT,Tepotzotlán,REGULAR,PM10,61
FAC,Naucalpan,BUENA,PM10,29
INN,Ocoyoacac,BUENA,O3,18
LLA,Ecatepec,BUENA,O3,22
LPR,Anexo de Tlalnepantla,BUENA,CO,6
MON,Texcoco,BUENA,O3,16
NEZ,Nezahualcóyotl,BUENA,O3,19
SAG,Ecatepec,REGULAR,PM10,51
TLA,Tlalnepantla,BUENA,PM10,41
TLI,Tultitlán,BUENA,PM10,41
VIF,Coacalco,REGULAR,PM10,76
XAL,Ecatepec,REGULAR,PM10,73
